,index,TIME,RELATIVE_TIME,VOLTAGE,CURRENT,TEMPERATURE,COMMENT,TYPE,DATE,StepNumber,del_t,del_Q,Q,dQ,dV,Energy_Wh,Original_Segment
23,23,1440.04,1380.04,4.2,1.84,41.75299,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.031183333333333334,2.893058333333332,0.03118333333333334,0.0,0.13097000000000003,0
24,24,1500.04,1440.04,4.2,1.78,41.82914,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.030166666666666668,2.9232249999999986,0.030166666666666675,0.0,0.12670000000000003,0
25,25,1560.04,1500.04,4.2,1.719,41.92052,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.029158333333333335,2.952383333333332,0.029158333333333175,0.0,0.12246499999999934,0
26,26,1620.04,1560.04,4.2,1.661,42.02713,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.028166666666666666,2.9805499999999983,0.02816666666666645,0.0,0.1182999999999991,0
27,27,1680.04,1620.04,4.2,1.602,42.02713,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.027191666666666666,3.0077416666666648,0.027191666666666503,0.0,0.11420499999999932,0
28,28,1740.04,1680.04,4.2,1.543,42.05758,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.026208333333333333,3.033949999999998,0.02620833333333339,0.0,0.11007500000000024,0
29,29,1800.04,1740.04,4.2,1.488,42.04235,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.02525833333333333,3.0592083333333315,0.025258333333333383,0.0,0.1060850000000002,0
30,30,1860.04,1800.04,4.2,1.435,42.04235,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.024358333333333333,3.083566666666665,0.02435833333333326,0.0,0.1023049999999997,0
31,31,1920.04,1860.04,4.2,1.379,41.99667,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.023450000000000002,3.1070166666666648,0.02344999999999997,0.0,0.09848999999999988,0
32,32,1980.04,1920.04,4.2,1.326,41.87483,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.022541666666666668,3.1295583333333314,0.022541666666666682,0.0,0.09467500000000006,0
33,33,2040.04,1980.04,4.2,1.273,41.84437,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.021658333333333335,3.151216666666665,0.021658333333333335,0.0,0.090965,0
34,34,2100.04,2040.04,4.2,1.223,41.76822,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0208,3.1720166666666647,0.02079999999999993,0.0,0.0873599999999997,0
35,35,2160.04,2100.04,4.2,1.174,41.70731,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.019975,3.191991666666665,0.019975000000000076,0.0,0.08389500000000032,0
36,36,2220.04,2160.04,4.2,1.126,41.6007,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.019166666666666665,3.2111583333333313,0.019166666666666554,0.0,0.08049999999999953,0
37,37,2280.04,2220.04,4.2,1.08,41.50932,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.01838333333333333,3.2295416666666648,0.018383333333333418,0.0,0.07721000000000036,0
38,38,2340.04,2280.04,4.2,1.037,41.37226,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.017641666666666667,3.2471833333333313,0.017641666666666556,0.0,0.07409499999999954,0
39,39,2400.04,2340.04,4.2,0.993,41.31134,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.016916666666666667,3.264099999999998,0.01691666666666647,0.0,0.07104999999999917,0
40,40,2460.04,2400.04,4.2,0.952,41.1895,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.01620833333333333,3.280308333333331,0.016208333333333158,0.0,0.06807499999999926,0
41,41,2520.04,2460.04,4.2,0.912,41.0829,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.015533333333333331,3.2958416666666643,0.015533333333333399,0.0,0.06524000000000028,0
42,42,2580.04,2520.04,4.2,0.874,40.96106,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.014883333333333333,3.3107249999999975,0.014883333333333137,0.0,0.06250999999999918,0
43,43,2640.04,2580.04,4.2,0.836,40.86969,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.01425,3.3249749999999976,0.014250000000000096,0.0,0.0598500000000004,0
44,44,2700.04,2640.04,4.2,0.8,40.76308,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.013633333333333334,3.338608333333331,0.013633333333333386,0.0,0.05726000000000023,0
45,45,2760.04,2700.04,4.2,0.767,40.62601,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.013058333333333335,3.3516666666666644,0.013058333333333394,0.0,0.054845000000000255,0
46,46,2820.04,2760.04,4.2,0.734,40.51941,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.012508333333333331,3.3641749999999977,0.012508333333333344,0.0,0.05253500000000005,0
47,47,2880.04,2820.04,4.2,0.703,40.4128,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.011974999999999998,3.3761499999999978,0.011975000000000069,0.0,0.05029500000000029,0
48,48,2940.04,2880.04,4.2,0.673,40.33665,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.011466666666666665,3.3876166666666645,0.011466666666666736,0.0,0.04816000000000029,0
49,49,3000.04,2940.04,4.2,0.645,40.19959,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.010983333333333333,3.398599999999998,0.010983333333333345,0.0,0.04613000000000005,0
50,50,3060.04,3000.04,4.2,0.618,40.10821,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.010525,3.4091249999999977,0.010524999999999896,0.0,0.044204999999999564,0
51,51,3120.04,3060.04,4.2,0.591,40.03207,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.010075,3.419199999999998,0.010075000000000056,0.0,0.042315000000000234,0
52,52,3180.04,3120.04,4.2,0.567,39.9557,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.00965,3.428849999999998,0.009650000000000158,0.0,0.04053000000000067,0
53,53,3240.04,3180.04,4.2,0.542,39.84858,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.009241666666666667,3.4380916666666645,0.009241666666666593,0.0,0.03881499999999969,0
54,54,3300.04,3240.04,4.2,0.519,39.77205,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.008841666666666666,3.446933333333331,0.008841666666666637,0.0,0.037134999999999876,0
55,55,3360.04,3300.04,4.2,0.496,39.68023,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.008458333333333335,3.4553916666666646,0.008458333333333456,0.0,0.03552500000000052,0
56,56,3420.04,3360.04,4.2,0.475,39.58841,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.008091666666666665,3.4634833333333312,0.008091666666666608,0.0,0.03398499999999976,0
57,57,3480.04,3420.04,4.2,0.457,39.49659,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.007766666666666666,3.4712499999999977,0.007766666666666477,0.0,0.032619999999999205,0
58,58,3540.04,3480.04,4.2,0.437,39.40476,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.007449999999999999,3.4786999999999977,0.007449999999999957,0.0,0.03128999999999982,0
59,59,3600.04,3540.04,4.2,0.419,39.37415,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0071333333333333335,3.485833333333331,0.007133333333333436,0.0,0.02996000000000043,0
60,60,3660.04,3600.04,4.2,0.403,39.32824,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.00685,3.492683333333331,0.006850000000000023,0.0,0.028770000000000098,0
61,61,3720.04,3660.04,4.2,0.385,39.25172,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.006566666666666667,3.4992499999999978,0.00656666666666661,0.0,0.02757999999999976,0
62,62,3780.04,3720.04,4.2,0.37,39.1752,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.006291666666666667,3.5055416666666646,0.006291666666666806,0.0,0.026425000000000587,0
63,63,3840.04,3780.04,4.2,0.354,39.11398,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.006033333333333333,3.511574999999998,0.006033333333333335,0.0,0.02534000000000001,0
64,64,3900.04,3840.04,4.2,0.34,39.06807,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.005783333333333333,3.5173583333333314,0.0057833333333334735,0.0,0.02429000000000059,0
65,65,3960.04,3900.04,4.2,0.326,39.02216,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.00555,3.5229083333333313,0.005549999999999944,0.0,0.023309999999999765,0
66,66,4020.04,3960.04,4.2,0.313,38.96095,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.005325,3.5282333333333313,0.005325000000000024,0.0,0.022365000000000104,0
67,67,4080.04,4020.04,4.2,0.299,38.91503,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0050999999999999995,3.5333333333333314,0.0051000000000001044,0.0,0.02142000000000044,0
68,68,4140.04,4080.04,4.2,0.288,38.89973,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0048916666666666666,3.538224999999998,0.0048916666666665165,0.0,0.02054499999999937,0
69,69,4200.04,4140.04,4.2,0.276,38.85382,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.004700000000000001,3.542924999999998,0.0047000000000001485,0.0,0.019740000000000625,0
70,70,4260.04,4200.04,4.2,0.265,38.82321,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.004508333333333334,3.5474333333333314,0.004508333333333336,0.0,0.018935000000000014,0
71,71,4320.04,4260.04,4.2,0.255,38.76199,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.004333333333333333,3.5517666666666647,0.0043333333333333,0.0,0.018199999999999862,0
72,72,4380.04,4320.04,4.2,0.245,38.74669,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.004166666666666667,3.5559333333333316,0.004166666666666874,0.0,0.017500000000000872,0
73,73,4440.04,4380.04,4.2,0.235,38.70078,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.004,3.5599333333333316,0.0040000000000000036,0.0,0.016800000000000016,0
74,74,4500.04,4440.04,4.2,0.226,38.65487,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0038416666666666664,3.5637749999999984,0.003841666666666743,0.0,0.016135000000000323,0
75,75,4560.04,4500.04,4.2,0.217,38.63956,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.003691666666666667,3.567466666666665,0.0036916666666666487,0.0,0.015504999999999925,0
76,76,4620.04,4560.04,4.2,0.209,38.62426,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0035499999999999998,3.571016666666665,0.003550000000000164,0.0,0.01491000000000069,0
77,77,4680.04,4620.04,4.2,0.2,38.59365,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0034083333333333335,3.5744249999999984,0.0034083333333332355,0.0,0.01431499999999959,0
78,78,4740.04,4680.04,4.2,0.193,38.56304,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.003275,3.5776999999999983,0.003274999999999917,0.0,0.013754999999999651,0
79,79,4800.04,4740.04,4.2,0.184,38.54774,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0031416666666666667,3.580841666666665,0.0031416666666665982,0.0,0.013194999999999714,0
80,80,4860.04,4800.04,4.2,0.178,38.51713,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0030166666666666666,3.5838583333333314,0.0030166666666664455,0.0,0.012669999999999071,0
81,81,4920.04,4860.04,4.2,0.173,38.50183,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.002925,3.586783333333331,0.0029249999999998444,0.0,0.012284999999999347,0
82,82,4980.04,4920.04,4.2,0.165,38.48652,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0028166666666666665,3.5895999999999977,0.0028166666666664675,0.0,0.011829999999999164,0
83,83,5040.04,4980.04,4.2,0.159,38.47122,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0027,3.5922999999999976,0.0026999999999999247,0.0,0.011339999999999684,0
84,84,5100.04,5040.04,4.2,0.153,38.48652,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0026,3.5948999999999978,0.0026000000000001577,0.0,0.010920000000000664,0
85,85,5160.04,5100.04,4.2,0.147,38.45591,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0025,3.5973999999999977,0.0024999999999999467,0.0,0.010499999999999777,0
86,86,5220.04,5160.04,4.2,0.141,38.44061,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0024,3.599799999999998,0.0024000000000001798,0.0,0.010080000000000755,0
87,87,5280.04,5220.04,4.2,0.136,38.42531,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0023083333333333337,3.602108333333331,0.0023083333333331346,0.0,0.009694999999999166,0
88,88,5340.04,5280.04,4.2,0.131,38.41,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0022250000000000004,3.604333333333331,0.0022250000000001435,0.0,0.009345000000000603,0
89,89,5400.04,5340.04,4.2,0.126,38.41,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0021416666666666667,3.606474999999998,0.0021416666666667084,0.0,0.008995000000000175,0
90,90,5460.04,5400.04,4.2,0.121,38.3947,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0020583333333333335,3.608533333333331,0.002058333333333273,0.0,0.008644999999999748,0
91,91,5520.04,5460.04,4.2,0.117,38.41,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.001983333333333333,3.6105166666666646,0.001983333333333448,0.0,0.008330000000000481,0
92,92,5580.04,5520.04,4.2,0.114,38.3947,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0019249999999999998,3.6124416666666646,0.0019249999999999545,0.0,0.00808499999999981,0
93,93,5640.04,5580.04,4.2,0.108,38.41,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.00185,3.6142916666666647,0.0018500000000001293,0.0,0.007770000000000544,0
94,94,5700.04,5640.04,4.2,0.105,38.3947,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0017749999999999999,3.6160666666666645,0.00177499999999986,0.0,0.007454999999999413,0
95,95,5760.04,5700.04,4.2,0.1,38.3947,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0017083333333333334,3.6177749999999977,0.0017083333333332007,0.0,0.007174999999999443,0
96,96,5820.04,5760.04,4.2,0.095,38.3947,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0016250000000000001,3.619399999999998,0.0016250000000002096,0.0,0.006825000000000881,0
97,97,5880.04,5820.04,4.2,0.093,38.3947,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0015666666666666667,3.6209666666666647,0.0015666666666667162,0.0,0.006580000000000208,0
98,98,5940.04,5880.04,4.2,0.091,38.36409,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0015333333333333332,3.622499999999998,0.0015333333333331645,0.0,0.006439999999999291,0
99,99,6000.04,5940.04,4.2,0.087,38.34879,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0014833333333333332,3.623983333333331,0.001483333333333281,0.0,0.006229999999999781,0
100,100,6060.04,6000.04,4.2,0.083,38.36409,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0014166666666666666,3.6253999999999977,0.0014166666666666217,0.0,0.005949999999999811,0
101,101,6120.04,6060.04,4.2,0.081,38.37939,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0013666666666666669,3.6267666666666645,0.0013666666666667382,0.0,0.0057400000000003,0
102,102,6180.04,6120.04,4.2,0.078,38.36409,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.001325,3.6280916666666645,0.0013250000000000206,0.0,0.005565000000000086,0
103,103,6240.04,6180.04,4.2,0.075,38.36409,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0012749999999999999,3.6293666666666646,0.0012750000000001371,0.0,0.005355000000000576,0
104,104,6300.04,6240.04,4.2,0.073,38.37939,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0012333333333333332,3.630599999999998,0.0012333333333334195,0.0,0.005180000000000362,0
105,105,6360.04,6300.04,4.2,0.07,38.37939,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0011916666666666668,3.6317916666666648,0.001191666666666702,0.0,0.005005000000000148,0
106,106,6420.04,6360.04,4.2,0.069,38.36409,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0011583333333333335,3.632949999999998,0.0011583333333331503,0.0,0.004864999999999231,0
107,107,6480.04,6420.04,4.2,0.064,38.37939,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0011083333333333333,3.634058333333331,0.0011083333333332668,0.0,0.004654999999999721,0
108,108,6540.04,6480.04,4.2,0.064,38.37939,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0010666666666666665,3.6351249999999977,0.0010666666666665492,0.0,0.004479999999999507,0
109,109,6600.04,6540.04,4.2,0.061,38.37939,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0010416666666666667,3.6361666666666643,0.0010416666666666075,0.0,0.0043749999999997515,0
110,110,6660.04,6600.04,4.2,0.06,38.3947,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0010083333333333333,3.637174999999998,0.0010083333333334998,0.0,0.004235000000000699,0
111,111,6720.04,6660.04,4.2,0.057,38.3947,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.000975,3.6381499999999978,0.0009749999999999481,0.0,0.004094999999999782,0
112,112,6780.04,6720.04,4.2,0.054,38.41,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.000925,3.639074999999998,0.0009250000000000647,0.0,0.003885000000000272,0
113,113,6840.04,6780.04,4.2,0.053,38.42531,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0008916666666666667,3.6399666666666644,0.000891666666666513,0.0,0.0037449999999993547,0
114,114,6900.04,6840.04,4.2,0.052,38.41,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.000875,3.6408416666666645,0.0008750000000001812,0.0,0.003675000000000761,0
115,115,6960.04,6900.04,4.2,0.05,38.41,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0008500000000000001,3.6416916666666643,0.0008499999999997954,0.0,0.0035699999999991407,0
116,116,7020.04,6960.04,4.2,0.048,38.3947,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0008166666666666667,3.642508333333331,0.0008166666666666877,0.0,0.003430000000000089,0
117,117,7080.04,7020.04,4.2,0.046,38.3947,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0007833333333333334,3.643291666666664,0.000783333333333136,0.0,0.0032899999999991716,0
118,118,7140.04,7080.04,4.2,0.045,38.3947,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0007583333333333333,3.6440499999999973,0.0007583333333331943,0.0,0.003184999999999416,0
119,119,7200.04,7140.04,4.2,0.043,38.41,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0007333333333333332,3.6447833333333306,0.0007333333333332526,0.0,0.003079999999999661,0
120,120,7260.04,7200.04,4.2,0.042,38.41,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0007083333333333333,3.645491666666664,0.0007083333333333108,0.0,0.0029749999999999057,0
121,121,7320.04,7260.04,4.2,0.039,38.3947,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.000675,3.646166666666664,0.0006750000000002032,0.0,0.0028350000000008538,0
122,122,7380.04,7320.04,4.2,0.039,38.42531,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.00065,3.646816666666664,0.0006499999999998174,0.0,0.002729999999999233,0
123,123,7440.04,7380.04,4.2,0.038,38.41,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0006416666666666667,3.6474583333333306,0.0006416666666666515,0.0,0.0026949999999999366,0
124,124,7500.04,7440.04,4.2,0.037,38.3947,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.000625,3.6480833333333305,0.0006249999999998757,0.0,0.002624999999999478,0
125,125,7560.04,7500.04,4.2,0.036,38.3947,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0006083333333333333,3.648691666666664,0.0006083333333335439,0.0,0.0025550000000008843,0
126,126,7620.04,7560.04,4.2,0.034,38.3947,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0005833333333333334,3.649274999999997,0.0005833333333331581,0.0,0.002449999999999264,0
127,127,7680.04,7620.04,4.2,0.033,38.42531,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0005583333333333333,3.6498333333333304,0.0005583333333332163,0.0,0.0023449999999995085,0
128,128,7740.04,7680.04,4.2,0.032,38.42531,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0005416666666666666,3.6503749999999973,0.0005416666666668846,0.0,0.002275000000000915,0
129,129,7800.04,7740.04,4.2,0.032,38.44061,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0005333333333333333,3.6509083333333305,0.0005333333333332746,0.0,0.0022399999999997535,0
130,130,7860.04,7800.04,4.2,0.03,38.42531,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0005166666666666667,3.651424999999997,0.0005166666666664987,0.0,0.002169999999999295,0
131,131,7920.04,7860.04,4.2,0.029,38.45591,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0004916666666666667,3.6519166666666636,0.000491666666666557,0.0,0.0020649999999995394,0
132,132,7980.04,7920.04,4.2,0.028,38.42531,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.000475,3.6523916666666634,0.00047499999999978115,0.0,0.001994999999999081,0
133,133,8040.04,7980.04,4.2,0.027,38.42531,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0004583333333333333,3.652849999999997,0.0004583333333334494,0.0,0.0019250000000004875,0
134,134,8100.04,8040.04,4.2,0.026,38.42531,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.00044166666666666665,3.6532916666666635,0.00044166666666667354,0.0,0.001855000000000029,0
135,135,8160.04,8100.04,4.2,0.027,38.44061,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.00044166666666666665,3.65373333333333,0.00044166666666667354,0.0,0.001855000000000029,0
136,136,8220.04,8160.04,4.2,0.026,38.44061,charge (after random walk discharge),C,14-11-2014 17:14,1,60.00000000000091,0.00044166666666667337,3.654174999999997,0.00044166666666667354,0.0,0.001855000000000029,0
137,137,8280.04,8220.04,4.2,0.024,38.44061,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0004166666666666667,3.6545916666666636,0.0004166666666667318,0.0,0.0017500000000002737,0
138,138,8340.04,8280.04,4.2,0.024,38.44061,charge (after random walk discharge),C,14-11-2014 17:14,1,60.0,0.0004,3.6549916666666635,0.00039999999999995595,0.0,0.001679999999999815,0
